Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Texas A&M-Corpus Christi3,3,Rashawn Thomas,JR,F,Texas A&M-Corpus Christi,Southland,32,846,200,362,196,346,4,16,127,185,95,164,259,34,30,73,101,124,531
Texas A&M-Corpus Christi4,4,Jelani Currie,SR,G,Texas A&M-Corpus Christi,Southland,32,743,58,156,46,109,12,47,37,55,36,71,107,34,21,9,34,62,165
Texas A&M-Corpus Christi5,5,Bryce Douvier,SR,F,Texas A&M-Corpus Christi,Southland,32,735,102,208,79,145,23,63,98,126,63,150,213,21,29,25,55,102,325
Texas A&M-Corpus Christi6,6,Joe Kilgore,SO,G,Texas A&M-Corpus Christi,Southland,32,613,76,171,64,134,12,37,57,77,29,55,84,33,14,21,37,50,221
Texas A&M-Corpus Christi7,7,Ehab Amin,SO,G,Texas A&M-Corpus Christi,Southland,32,579,97,204,73,137,24,67,54,75,38,88,126,48,59,5,53,64,272
Texas A&M-Corpus Christi8,8,Dale Francis,SR,F,Texas A&M-Corpus Christi,Southland,30,335,20,52,9,12,11,40,5,6,12,31,43,5,10,5,9,71,56
Texas A&M-Corpus Christi9,9,Emmanuel Toney,JR,G,Texas A&M-Corpus Christi,Southland,26,252,11,24,8,16,3,8,10,15,6,20,26,17,13,2,11,37,35
Texas A&M-Corpus Christi10,10,Viktor Juricek,SR,F,Texas A&M-Corpus Christi,Southland,27,188,19,40,9,16,10,24,1,4,8,13,21,2,3,3,10,31,49
Texas A&M-Corpus Christi11,11,Jake Kocher,JR,G,Texas A&M-Corpus Christi,Southland,12,100,9,19,8,14,1,5,6,8,3,17,20,4,7,0,1,13,25
Texas A&M-Corpus Christi12,12,Kareem South,FR,F,Texas A&M-Corpus Christi,Southland,5,36,2,12,2,10,0,2,2,2,5,0,5,3,0,0,3,6,6
Texas Christian1,1,Brandon Parrish,JR,G,Texas Christian,Big 12,33,1022,100,237,56,131,44,106,43,73,25,89,114,44,17,12,54,77,287
Texas Christian2,2,Chauncey Collins,SO,G,Texas Christian,Big 12,32,992,105,271,39,104,66,167,116,148,17,79,96,63,25,3,65,85,392
Texas Christian3,3,Malique Trent,SO,G,Texas Christian,Big 12,30,852,117,301,84,170,33,131,80,128,10,79,89,82,63,8,84,91,347
Texas Christian4,4,Michael Williams,JR,G,Texas Christian,Big 12,28,743,42,119,30,70,12,49,21,30,9,50,59,74,12,2,32,66,117
Texas Christian5,5,Vladimir Brodziansky,SO,F,Texas Christian,Big 12,33,720,120,231,106,188,14,43,66,96,58,92,150,18,8,34,41,71,320
Texas Christian6,6,JD Miller,FR,F,Texas Christian,Big 12,33,640,72,189,66,169,6,20,73,103,63,78,141,21,26,18,50,52,223
Texas Christian7,7,Karviar Shepherd,JR,F,Texas Christian,Big 12,29,594,77,196,72,180,5,16,48,71,46,106,152,24,14,21,46,73,207
Texas Christian8,8,Chris Washburn,JR,F,Texas Christian,Big 12,22,535,48,137,44,126,4,11,46,84,28,66,94,39,27,21,51,68,146
Texas Christian9,9,Devonta Abron,SR,F,Texas Christian,Big 12,26,318,39,90,39,90,0,0,47,72,46,54,100,6,15,7,23,60,125
Texas Christian10,10,Lyrik Shreiner,FR,G,Texas Christian,Big 12,22,117,12,31,9,17,3,14,12,15,3,10,13,9,3,0,13,18,39
Texas Christian11,11,Dalton Dry,SO,G,Texas Christian,Big 12,16,67,2,8,2,7,0,1,2,6,5,4,9,2,3,0,6,14,6
Texas Southern1,1,Chris Thomas,SR,F,Texas Southern,SWAC,32,1084,178,351,164,298,14,53,102,195,55,106,161,136,30,11,119,98,472
Texas Southern2,2,David Blanks,SR,G,Texas Southern,SWAC,32,1048,107,271,82,181,25,90,91,140,31,116,147,144,32,4,95,66,330
Texas Southern3,3,Malcolm Riley,SR,F,Texas Southern,SWAC,32,1014,169,371,94,168,75,203,90,115,52,125,177,29,15,4,47,60,503
Texas Southern4,4,Derrick Griffin,FR,F,Texas Southern,SWAC,26,880,136,207,136,204,0,3,69,133,127,163,290,16,19,57,29,71,341
Texas Southern5,5,Orlando Coleman,FR,F,Texas Southern,SWAC,32,801,74,194,36,73,38,121,21,28,37,94,131,24,16,13,27,47,207
Texas Southern6,6,Jose Rodriguez,SR,F,Texas Southern,SWAC,31,628,93,217,59,137,34,80,53,70,28,73,101,40,13,5,45,82,273
Texas Southern7,7,Tyree Bynum,JR,G,Texas Southern,SWAC,25,333,23,54,8,15,15,39,4,7,4,18,22,8,6,0,9,11,65
Texas Southern8,8,Brian Carey,FR,G,Texas Southern,SWAC,22,302,14,55,9,39,5,16,27,36,2,21,23,35,8,0,21,19,60
Texas Southern9,9,Jerron Martin,JR,G,Texas Southern,SWAC,20,204,20,50,8,15,12,35,4,7,3,16,19,21,4,0,16,12,56
Texas Southern10,10,Jermaine Davis II,JR,C,Texas Southern,SWAC,5,58,1,7,0,5,1,2,7,10,2,7,9,2,0,0,6,9,10
Texas Southern11,11,Joshua Friar,SR,F,Texas Southern,SWAC,3,31,2,4,2,4,0,0,2,6,2,5,7,1,0,2,0,6,6
Texas Southern12,12,Christian McCoggle,JR,C,Texas Southern,SWAC,5,15,1,4,1,4,0,0,3,5,3,2,5,0,0,0,0,1,5
Texas Southern13,13,Eric Washington Jr.,SR,F,Texas Southern,SWAC,4,3,1,2,1,2,0,0,0,0,0,2,2,0,0,0,0,0,2
Texas State1,1,Ojai Black,JR,G,Texas State,Sun Belt,31,969,80,202,74,168,6,34,57,79,12,56,68,120,41,9,43,85,223
Texas State2,2,Kavin Gilder-Tilbury,JR,F,Texas State,Sun Belt,31,890,130,282,86,165,44,117,77,107,42,82,124,55,31,13,69,88,381
Texas State3,3,Ethan Montalvo,SR,G,Texas State,Sun Belt,29,849,95,258,35,86,60,172,53,65,4,53,57,33,28,0,33,30,303
Texas State4,4,Emani Gant,SR,F,Texas State,Sun Belt,29,790,152,302,152,300,0,2,93,129,77,145,222,41,23,15,52,68,397
Texas State5,5,Cameron Naylor,SR,F,Texas State,Sun Belt,30,746,109,232,104,221,5,11,65,99,36,123,159,20,17,8,46,77,288
Texas State6,6,Anthony Roberson,SO,G,Texas State,Sun Belt,29,620,50,94,48,86,2,8,33,64,63,83,146,19,19,17,22,77,135
Texas State7,7,Bobby Conley,JR,G,Texas State,Sun Belt,31,442,31,97,20,60,11,37,14,25,10,44,54,38,10,7,20,29,87
Texas State8,8,Maljhum McCrea,JR,F,Texas State,Sun Belt,28,254,32,78,32,75,0,3,10,30,25,41,66,6,1,8,23,47,74
Texas State9,9,K.J. Malveau,FR,G,Texas State,Sun Belt,31,250,16,52,5,18,11,34,12,15,1,21,22,17,8,0,23,18,55
Texas State10,10,Kendell Ramlal,JR,F,Texas State,Sun Belt,25,212,12,31,12,31,0,0,5,12,20,21,41,6,6,15,16,31,29
Texas State11,11,D'Angelo West,FR,G,Texas State,Sun Belt,19,99,8,30,2,6,6,24,6,8,2,10,12,3,1,1,5,11,28
Texas State12,12,Courtney Julien,FR,G,Texas State,Sun Belt,15,60,7,19,3,7,4,12,7,8,2,4,6,1,3,1,1,4,25
Texas State13,13,Nathan Josephs,FR,G,Texas State,Sun Belt,11,37,2,12,2,7,0,5,6,8,0,1,1,6,1,0,3,2,10
Texas State14,14,Austin Evans,SO,F,Texas State,Sun Belt,14,32,3,3,3,3,0,0,5,9,2,6,8,1,0,2,2,9,11
Texas Tech1,1,Zach Smith,SO,F,Texas Tech,Big 12,31,1012,115,227,111,205,4,22,79,118,57,173,230,55,27,45,47,51,313
Texas Tech2,2,Toddrick Gotcher,SR,G,Texas Tech,Big 12,31,898,108,253,46,98,62,155,66,77,31,80,111,70,32,10,25,67,344
Texas Tech3,3,Devaugntah Williams,SR,G,Texas Tech,Big 12,31,813,111,287,80,182,31,105,76,97,32,66,98,51,25,7,49,55,329
Texas Tech4,4,Keenan Evans,SO,G,Texas Tech,Big 12,31,773,79,191,61,144,18,47,96,126,15,72,87,86,32,10,55,75,272
Texas Tech5,5,Justin Gray,SO,F,Texas Tech,Big 12,30,696,85,163,64,114,21,49,70,89,45,65,110,24,26,17,35,64,261
Texas Tech6,6,Aaron Ross,JR,F,Texas Tech,Big 12,31,669,96,208,65,123,31,85,95,109,29,110,139,26,7,9,35,72,318
Texas Tech7,7,Devon Thomas,JR,G,Texas Tech,Big 12,31,388,30,70,27,55,3,15,13,22,5,34,39,44,14,1,27,32,76
Texas Tech8,8,Norense Odiase,SO,C,Texas Tech,Big 12,19,368,71,139,71,138,0,1,25,40,32,51,83,17,5,14,32,54,167
Texas Tech9,9,Matthew Temple,JR,F,Texas Tech,Big 12,24,302,35,72,32,67,3,5,13,25,18,24,42,16,6,8,19,64,86
Texas Tech10,10,C.J. Williamson,FR,G,Texas Tech,Big 12,21,139,12,41,8,22,4,19,8,14,3,14,17,8,6,1,14,19,36
Texas Tech11,11,Jordan Jackson,FR,G,Texas Tech,Big 12,23,131,12,33,11,23,1,10,1,8,4,13,17,7,2,2,6,9,26
Texas Tech12,12,Isaiah Manderson,SO,C,Texas Tech,Big 12,4,44,5,11,5,10,0,1,2,3,2,5,7,0,0,0,4,3,12
Texas Tech13,13,Donovan Ham,FR,G,Texas Tech,Big 12,6,8,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
Texas-Arlington1,1,Erick Neal,SO,G,Texas-Arlington,Sun Belt,32,1002,133,337,68,145,65,192,89,122,30,94,124,197,49,4,81,86,420
Texas-Arlington2,2,Jalen Jones,JR,G,Texas-Arlington,Sun Belt,33,808,144,314,96,185,48,129,77,95,59,103,162,41,26,1,25,71,413
Texas-Arlington3,3,Jorge Bilbao,JR,F,Texas-Arlington,Sun Belt,33,801,85,181,83,173,2,8,54,88,85,146,231,50,24,18,58,105,226
Texas-Arlington4,4,Drew Charles,JR,G,Texas-Arlington,Sun Belt,33,796,92,250,28,83,64,167,48,62,39,63,102,53,26,3,32,85,296
Texas-Arlington5,5,Kaelon Wilson,SO,G,Texas-Arlington,Sun Belt,32,703,109,240,90,168,19,72,81,116,56,104,160,34,35,4,37,61,318
Texas-Arlington6,6,Nathan Hawkins,SO,G,Texas-Arlington,Sun Belt,33,515,45,134,23,52,22,82,10,21,15,52,67,48,16,3,53,46,122
Texas-Arlington7,7,Kennedy Eubanks,SR,F,Texas-Arlington,Sun Belt,31,490,64,155,38,68,26,87,32,53,25,67,92,22,11,10,33,72,186
Texas-Arlington8,8,Kevin Hervey,SO,F,Texas-Arlington,Sun Belt,16,476,102,225,72,132,30,93,56,74,36,120,156,46,11,13,38,27,290
Texas-Arlington9,9,Nick Pallas,FR,F,Texas-Arlington,Sun Belt,33,433,40,96,40,94,0,2,34,55,42,57,99,30,16,15,42,61,114
Texas-Arlington10,10,Faith Pope,JR,F,Texas-Arlington,Sun Belt,32,358,51,109,42,73,9,36,26,39,24,61,85,20,14,13,17,40,137
Texas-Arlington11,11,Mairega Clarke,JR,G,Texas-Arlington,Sun Belt,16,110,17,31,13,23,4,8,10,14,2,7,9,7,8,6,13,11,48
Texas-Arlington12,12,Julian Harris,SO,F,Texas-Arlington,Sun Belt,17,89,9,27,8,21,1,6,1,2,14,11,25,5,2,0,4,14,20
Texas-Arlington13,13,Courtney Austin,SR,G,Texas-Arlington,Sun Belt,13,62,6,16,4,8,2,8,5,8,4,5,9,8,3,0,5,11,19
Texas-Arlington14,14,Brandon Williams,JR,F,Texas-Arlington,Sun Belt,1,16,3,7,2,3,1,4,4,7,2,3,5,0,0,0,0,0,11
Texas-Arlington15,15,Eubanks Kennedy,SR,F,Texas-Arlington,Sun Belt,1,16,3,7,2,5,1,2,0,2,1,3,4,0,0,1,0,1,7
Texas-El Paso1,1,Dominic Artis,JR,G,Texas-El Paso,CUSA,33,1064,138,342,97,218,41,124,77,117,27,141,168,170,40,8,69,72,394
Texas-El Paso2,2,Lee Moore,JR,G,Texas-El Paso,CUSA,33,1053,156,345,108,213,48,132,146,197,50,127,177,116,46,10,70,70,506
Texas-El Paso3,3,Earvin Morris,SR,G,Texas-El Paso,CUSA,32,822,150,326,100,185,50,141,79,118,15,96,111,56,27,11,51,87,429
Texas-El Paso4,4,Omega Harris,SO,G,Texas-El Paso,CUSA,24,746,102,215,54,106,48,109,44,59,13,47,60,55,28,0,44,63,296
Texas-El Paso5,5,Terry Winn,FR,F,Texas-El Paso,CUSA,32,741,121,237,120,236,1,1,78,149,55,149,204,19,16,25,46,108,321
Texas-El Paso6,6,Hooper Vint,SR,C,Texas-El Paso,CUSA,33,715,119,214,114,192,5,22,49,66,43,117,160,22,7,36,54,91,292
Texas-El Paso7,7,Jake Flaggert,SO,F,Texas-El Paso,CUSA,31,427,22,51,2,3,20,48,5,9,1,36,37,18,4,2,11,51,69
Texas-El Paso8,8,Tevin Caldwell,SR,G,Texas-El Paso,CUSA,28,319,29,46,29,45,0,1,20,24,22,38,60,18,13,4,12,37,78
Texas-El Paso9,9,Trey Touchet,FR,G,Texas-El Paso,CUSA,30,298,25,67,15,28,10,39,14,18,2,19,21,23,6,2,15,22,74
Texas-El Paso10,10,Paul Thomas,FR,F,Texas-El Paso,CUSA,22,241,19,39,19,39,0,0,8,15,17,40,57,11,6,7,15,35,46
Texas-El Paso11,11,Brodricks Jones,FR,F,Texas-El Paso,CUSA,16,139,5,20,5,20,0,0,10,16,5,18,23,3,4,10,8,19,20
Texas-El Paso12,12,Christian Romine,FR,F,Texas-El Paso,CUSA,14,50,5,10,5,10,0,0,2,4,2,3,5,0,0,0,8,11,12
Texas-El Paso13,13,Matt Willms,JR,C,Texas-El Paso,CUSA,2,23,2,4,2,4,0,0,2,4,2,4,6,0,0,0,3,3,6
Texas-El Paso14,14,Ivan Venegas,FR,F,Texas-El Paso,CUSA,8,21,1,5,1,5,0,0,3,9,4,6,10,1,0,1,0,2,5
Texas-El Paso15,15,Victor Mbachu,SR,G,Texas-El Paso,CUSA,7,16,2,5,2,4,0,1,2,4,0,1,1,0,0,0,1,1,6
Texas-Rio Grande Valley1,1,Shaquille Hines,SR,F,Texas-Rio Grande Valley,WAC,30,970,158,342,122,241,36,101,64,86,47,119,166,81,28,19,53,82,416
Texas-Rio Grande Valley2,2,Dakota Slaughter,SR,F,Texas-Rio Grande Valley,WAC,30,934,121,273,65,119,56,154,44,59,27,103,130,63,16,14,48,87,342
Texas-Rio Grande Valley3,3,J.J. Thompson,SR,G,Texas-Rio Grande Valley,WAC,28,899,97,248,68,159,29,89,69,106,15,55,70,137,27,2,68,64,292
Texas-Rio Grande Valley4,4,Antonio Green,FR,G,Texas-Rio Grande Valley,WAC,25,838,103,261,44,106,59,155,24,36,11,94,105,75,15,2,48,47,289
Texas-Rio Grande Valley5,5,Dan Kimasa,SO,F,Texas-Rio Grande Valley,WAC,30,787,114,254,113,243,1,11,70,104,67,130,197,31,13,28,52,85,299
Texas-Rio Grande Valley6,6,Everett Osborne,SR,G,Texas-Rio Grande Valley,WAC,29,486,48,138,33,73,15,65,24,33,12,63,75,26,17,4,32,28,135
Texas-Rio Grande Valley7,7,Ot Elmore,SO,G,Texas-Rio Grande Valley,WAC,20,293,16,53,3,12,13,41,8,10,5,24,29,22,6,2,10,17,53
Texas-Rio Grande Valley8,8,Adonis Rwabigwi,SO,F,Texas-Rio Grande Valley,WAC,29,286,26,52,26,51,0,1,20,36,21,45,66,4,7,9,23,56,72
Texas-Rio Grande Valley9,9,Walter Jones,FR,G,Texas-Rio Grande Valley,WAC,20,232,8,31,5,18,3,13,7,15,4,30,34,12,8,4,14,34,26
Texas-Rio Grande Valley10,10,Christopher Ikuenobe,JR,F,Texas-Rio Grande Valley,WAC,27,209,23,44,23,44,0,0,12,22,12,19,31,7,4,7,10,32,58
Texas-Rio Grande Valley11,11,Nick Dixon,JR,G,Texas-Rio Grande Valley,WAC,2,44,2,14,2,11,0,3,5,9,1,6,7,1,2,0,3,3,9
Texas-San Antonio1,1,Ryan Bowie,SR,G,Texas-San Antonio,CUSA,32,1107,188,425,107,224,81,201,118,152,51,161,212,50,27,7,71,88,575
Texas-San Antonio2,2,J.R. Harris,JR,G,Texas-San Antonio,CUSA,31,873,118,337,52,139,66,198,68,82,12,65,77,49,27,4,58,79,370
Texas-San Antonio3,3,Christian Wilson,SO,G,Texas-San Antonio,CUSA,23,732,121,314,107,246,14,68,130,178,12,82,94,105,38,4,63,49,386
Texas-San Antonio4,4,Lucas O'Brien,JR,F,Texas-San Antonio,CUSA,31,700,89,200,75,145,14,55,33,43,37,75,112,20,20,15,27,95,225
Texas-San Antonio5,5,Austin Karrer,SO,G,Texas-San Antonio,CUSA,32,547,18,49,15,26,3,23,13,31,20,36,56,25,21,7,26,69,52
Texas-San Antonio6,6,Gino Littles,SO,G,Texas-San Antonio,CUSA,17,503,47,93,40,78,7,15,30,47,7,44,51,53,20,0,35,26,131
Texas-San Antonio7,7,Nick Allen,FR,F,Texas-San Antonio,CUSA,31,501,50,110,43,84,7,26,20,31,22,69,91,24,12,10,45,84,127
Texas-San Antonio8,8,A.J. Cockrell,FR,F,Texas-San Antonio,CUSA,32,421,42,90,42,89,0,1,23,40,33,36,69,8,8,8,19,74,107
Texas-San Antonio9,9,Phillip Jones,JR,F,Texas-San Antonio,CUSA,20,314,36,84,36,80,0,4,28,54,40,47,87,10,13,7,22,44,100
Texas-San Antonio10,10,James Ringholt,SO,F,Texas-San Antonio,CUSA,25,284,14,39,5,6,9,33,9,12,5,34,39,8,2,9,8,22,46
Texas-San Antonio11,11,Nick Billingsley,JR,G,Texas-San Antonio,CUSA,23,244,39,94,32,66,7,28,23,32,9,30,39,5,8,3,22,36,108
Texas-San Antonio12,12,George Matthews,SR,G,Texas-San Antonio,CUSA,10,116,26,58,16,29,10,29,5,5,12,22,34,4,6,6,16,19,67
Texas-San Antonio13,13,Terrell Scruggs,JR,F,Texas-San Antonio,CUSA,15,82,4,14,4,10,0,4,4,10,4,10,14,3,4,0,11,12,12
Texas-San Antonio14,14,Kyle Massie,FR,G,Texas-San Antonio,CUSA,8,26,4,8,2,2,2,6,1,2,1,1,2,2,0,0,1,4,11
Toledo1,1,Nathan Boothe,SR,C,Toledo,MAC,32,1007,241,486,208,398,33,88,103,125,60,227,287,105,21,33,71,83,618
Toledo2,2,Jonathan Williams,JR,G,Toledo,MAC,32,988,207,454,137,268,70,186,80,115,18,77,95,91,26,2,89,62,564
Toledo3,3,Stuckey Mosley,SO,G,Toledo,MAC,32,975,112,265,78,171,34,94,69,88,14,139,153,126,37,5,65,80,327
Toledo4,4,Jaelan Sanford,FR,G,Toledo,MAC,32,879,83,194,35,58,48,136,48,59,14,51,65,59,22,7,33,58,262
Toledo5,5,Jordan Lauf,JR,G,Toledo,MAC,32,774,47,91,37,59,10,32,43,62,61,60,121,42,23,3,18,67,147
Toledo6,6,Nate Navigato,FR,F,Toledo,MAC,32,731,84,209,23,50,61,159,40,48,20,90,110,42,22,6,32,66,269
Toledo7,7,Zach Garber,JR,C,Toledo,MAC,32,586,59,95,59,94,0,1,73,104,55,100,155,18,9,6,26,69,191
Toledo8,8,Nick Rogers,FR,G,Toledo,MAC,31,282,15,55,8,29,7,26,30,44,2,22,24,36,7,1,14,41,67
Toledo9,9,Taylor Adway,FR,F,Toledo,MAC,17,130,12,20,12,20,0,0,1,7,7,19,26,4,0,0,12,16,25
Toledo10,10,Chandler White,FR,G,Toledo,MAC,8,28,3,8,3,8,0,0,0,0,2,5,7,0,0,0,6,8,6
Toledo11,11,Fred John Jr.,FR,F,Toledo,MAC,8,20,2,4,2,4,0,0,2,3,3,5,8,0,0,0,1,2,6
Towson1,1,Mike Morsell,SO,F,Towson,CAA,32,969,136,355,98,230,38,125,97,131,43,91,134,80,33,18,69,91,407
Towson2,2,Byron Hawkins,SO,G,Towson,CAA,30,913,124,313,68,136,56,177,98,126,12,64,76,67,23,7,33,58,402
Towson3,3,Arnaud William Adala Moto,JR,F,Towson,CAA,32,902,142,321,125,266,17,55,143,198,72,189,261,49,25,4,94,87,444
Towson4,4,Timajh Parker-Rivera,SR,F,Towson,CAA,32,816,78,135,78,134,0,1,58,115,93,118,211,37,30,38,44,88,214
Towson5,5,John Davis,JR,F,Towson,CAA,32,810,125,267,100,203,25,64,55,81,60,117,177,23,19,12,39,77,330
Towson6,6,Eddie Keith,SO,F,Towson,CAA,31,697,51,136,36,91,15,45,36,59,25,62,87,51,31,16,30,87,153
Towson7,7,Walter Foster,JR,F,Towson,CAA,28,613,59,139,59,139,0,0,43,60,66,71,137,12,14,41,36,65,161
Towson8,8,Jordan McNeil,FR,G,Towson,CAA,32,313,34,87,18,38,16,49,12,21,12,16,28,23,11,1,23,31,96
Towson9,9,Josh Ivory,SR,G,Towson,CAA,30,232,12,41,1,4,11,37,1,4,0,8,8,19,5,0,11,25,36
Towson10,10,Alex Thomas,FR,F,Towson,CAA,28,178,16,29,16,29,0,0,7,13,25,18,43,0,8,13,3,40,39
Towson11,11,Mike Davis,JR,F,Towson,CAA,4,7,2,2,2,2,0,0,0,2,0,1,1,0,0,0,2,2,4
Troy1,1,Wesley Person,SO,G,Troy,Sun Belt,31,1089,171,403,75,146,96,257,83,109,17,92,109,46,7,5,38,42,521
Troy2,2,John Walton,SR,F,Troy,Sun Belt,31,909,115,257,114,254,1,3,117,169,87,170,257,26,20,20,59,93,348
Troy3,3,Jordon Varnado,FR,F,Troy,Sun Belt,31,878,159,328,131,240,28,88,63,99,72,143,215,29,18,37,34,78,409
Troy4,4,Jeremy Hollimon,JR,G,Troy,Sun Belt,31,836,102,304,66,176,36,128,80,117,23,74,97,51,32,3,64,72,320
Troy5,5,Daniel Peace,JR,G,Troy,Sun Belt,31,762,50,130,50,126,0,4,39,89,6,50,56,97,44,1,71,102,139
Troy6,6,B.J. Miller,FR,G,Troy,Sun Belt,31,529,45,105,36,63,9,42,18,26,15,48,63,54,21,3,45,44,117
Troy7,7,Shawn Hopkins,FR,G,Troy,Sun Belt,29,403,32,104,11,30,21,74,20,36,16,50,66,12,7,4,19,33,105
Troy8,8,Jaro Moravek,SO,F,Troy,Sun Belt,30,332,23,70,10,21,13,49,11,17,22,35,57,10,12,9,11,36,70
Troy9,9,Kelton Ford,JR,G,Troy,Sun Belt,22,235,20,63,16,38,4,25,16,28,4,20,24,20,16,1,16,33,60
Troy10,10,Aaron Ariri,SO,F,Troy,Sun Belt,26,202,20,36,20,36,0,0,7,15,20,34,54,1,4,3,5,35,47
Troy11,11,Damion Ottman,FR,F,Troy,Sun Belt,14,61,1,12,1,7,0,5,3,6,0,15,15,2,1,2,5,11,5
Troy12,12,Jordan Howard,JR,G,Troy,Sun Belt,6,6,2,5,2,5,0,0,0,2,1,2,3,1,0,0,4,1,4
Tulane1,1,Dylan Osetkowski,SO,F,Tulane,AAC,34,1100,141,322,129,277,12,45,89,131,90,192,282,53,41,18,76,76,383
Tulane2,2,Louis Dabney,SR,G,Tulane,AAC,33,1088,153,413,99,240,54,173,114,144,26,74,100,73,35,4,68,86,474
Tulane3,3,Malik Morgan,SR,G,Tulane,AAC,34,1075,154,365,91,185,63,180,44,69,37,137,174,80,47,14,84,82,415
Tulane4,4,Melvin Frazier,FR,G,Tulane,AAC,34,662,63,157,45,94,18,63,32,62,41,66,107,24,31,9,38,49,176
Tulane5,5,Cameron Reynolds,JR,G,Tulane,AAC,30,617,73,209,49,119,24,90,28,34,29,73,102,17,18,7,38,66,198
Tulane6,6,Von Julien,FR,G,Tulane,AAC,31,588,37,104,24,56,13,48,9,13,5,36,41,67,16,0,33,49,96
Tulane7,7,Kain Harris,FR,G,Tulane,AAC,33,523,51,162,27,78,24,84,36,45,7,41,48,12,4,4,22,54,162
Tulane8,8,Jernard Jarreau,SR,F,Tulane,AAC,18,402,51,113,45,95,6,18,29,52,26,74,100,28,10,31,36,39,137
Tulane9,9,Blake Paul,FR,F,Tulane,AAC,33,368,29,53,29,53,0,0,17,30,35,46,81,2,5,30,20,71,75
Tulane10,10,Ryan Smith,JR,C,Tulane,AAC,33,359,30,61,30,61,0,0,20,33,43,32,75,7,8,13,12,55,80
Tulane11,11,T.J. Oliver,FR,F,Tulane,AAC,17,101,16,41,14,32,2,9,2,5,15,18,33,2,0,1,9,16,36
Tulane12,12,Kajon Mack,JR,G,Tulane,AAC,5,51,4,15,4,12,0,3,0,3,0,9,9,7,3,0,3,4,8
Tulsa1,1,James Woodard,SR,G,Tulsa,AAC,30,1021,142,337,66,128,76,209,108,138,19,136,155,73,31,12,56,49,468
Tulsa2,2,Shaquille Harrison,SR,G,Tulsa,AAC,31,1003,164,354,157,314,7,40,125,195,31,139,170,127,59,6,65,65,460
Tulsa3,3,Pat Birt,JR,G,Tulsa,AAC,31,820,120,316,42,105,78,211,65,88,18,86,104,25,20,4,32,69,383
Tulsa4,4,Marquel Curtis,SR,G,Tulsa,AAC,30,741,70,162,55,111,15,51,47,70,43,83,126,65,23,6,40,52,202
Tulsa5,5,Brandon Swannegan,SR,F,Tulsa,AAC,31,618,76,132,76,132,0,0,51,84,53,67,120,8,14,27,23,75,203
Tulsa6,6,Rashad Smith,SR,G,Tulsa,AAC,29,610,89,169,85,153,4,16,27,48,50,73,123,35,21,18,39,62,209
Tulsa7,7,D'Andre Wright,SR,F,Tulsa,AAC,31,549,62,128,62,119,0,9,37,53,36,69,105,10,6,9,32,95,161
Tulsa8,8,Rashad Ray,SR,G,Tulsa,AAC,31,545,45,126,21,52,24,74,15,25,9,35,44,59,30,0,21,51,129
Tulsa9,9,Sterling Taplin,FR,G,Tulsa,AAC,28,280,26,64,14,20,12,44,11,14,1,30,31,21,6,1,16,24,75
Tulsa10,10,Nick Wood,SR,G,Tulsa,AAC,5,8,2,4,2,3,0,1,0,0,1,0,1,0,0,0,0,0,4
UC-Davis1,1,Darius Graham,JR,G,UC-Davis,Big West,30,1000,96,241,48,113,48,128,60,85,11,57,68,82,24,3,88,56,300
UC-Davis2,2,Brynton Lemar,JR,G,UC-Davis,Big West,30,929,108,269,59,149,49,120,41,59,14,93,107,47,24,1,50,76,306
UC-Davis3,3,Siler Schneider,FR,G,UC-Davis,Big West,30,892,106,267,69,170,37,97,41,62,11,82,93,70,24,2,85,98,290
UC-Davis4,4,Josh Fox,SR,F,UC-Davis,Big West,28,886,164,320,164,319,0,1,86,130,55,134,189,58,31,12,72,69,414
UC-Davis5,5,Neal Monson,JR,C,UC-Davis,Big West,29,841,101,205,101,202,0,3,59,87,63,183,246,24,13,12,42,63,261
UC-Davis6,6,Lawrence White,JR,G,UC-Davis,Big West,28,635,58,130,47,87,11,43,23,55,16,70,86,33,38,6,33,72,150
UC-Davis7,7,Garrison Goode,FR,F,UC-Davis,Big West,29,441,18,51,18,50,0,1,10,27,25,36,61,12,14,6,21,44,46
UC-Davis8,8,Rogers Printup,FR,G,UC-Davis,Big West,22,198,8,36,0,2,8,34,0,0,2,21,23,4,5,3,3,14,24
UC-Davis9,9,Nolan Berry,SO,C,UC-Davis,Big West,10,175,26,55,17,36,9,19,31,39,4,36,40,6,8,2,14,25,92
UC-Davis10,10,Georgi Funtarov,JR,F,UC-Davis,Big West,10,94,11,28,9,13,2,15,3,10,6,21,27,3,4,1,7,8,27
UC-Davis11,11,Michael Onyebalu,SO,G,UC-Davis,Big West,12,34,1,6,1,4,0,2,2,3,1,3,4,3,1,1,3,6,4
UC-Irvine1,1,Luke Nelson,JR,G,UC-Irvine,Big West,34,1042,157,357,85,157,72,200,82,95,12,89,101,135,40,4,57,54,468
UC-Irvine2,2,Alex Young,SR,G,UC-Irvine,Big West,33,981,117,283,85,196,32,87,62,84,22,110,132,149,48,9,46,78,328
