Team + Rank,Minutes Rank,Player,Class,Pos,School,Conf,G,MP,Totals FG,Totals FGA,Totals 2P,Totals 2PA,Totals 3P,Totals 3PA,Totals FT,Totals FTA,Totals ORB,Totals DRB,Totals TRB,Totals AST,Totals STL,Totals BLK,Totals TOV,Totals PF,Totals PTS
Georgia State8,8,Jordan Session,SO,F,Georgia State,Sun Belt,29,273,32,78,31,75,1,3,10,17,14,32,46,8,11,6,15,41,75
Georgia State9,9,Malik Benlevi,FR,G,Georgia State,Sun Belt,28,232,19,63,15,38,4,25,8,17,12,17,29,6,6,3,10,28,50
Georgia State10,10,Austin Donaldson,FR,G,Georgia State,Sun Belt,17,137,15,30,14,26,1,4,8,20,6,14,20,16,10,0,16,20,39
Georgia State11,11,Jalen Brown,SR,F,Georgia State,Sun Belt,11,36,3,14,0,3,3,11,0,0,2,6,8,0,0,0,1,4,9
Georgia Tech1,1,Marcus Georges-Hunt,SR,F,Georgia Tech,ACC,33,1066,161,357,127,253,34,104,194,236,28,82,110,103,28,13,69,86,550
Georgia Tech2,2,Adam Smith,SR,G,Georgia Tech,ACC,33,998,168,418,67,175,101,243,56,71,12,64,76,60,14,0,40,53,493
Georgia Tech3,3,Charles Mitchell,SR,F,Georgia Tech,ACC,33,823,137,269,137,269,0,0,54,91,124,199,323,20,22,14,56,87,328
Georgia Tech4,4,Nick Jacobs,SR,F,Georgia Tech,ACC,33,750,147,307,147,307,0,0,57,74,61,129,190,9,13,21,45,59,351
Georgia Tech5,5,Quinton Stephens,JR,F,Georgia Tech,ACC,33,660,59,159,31,71,28,88,20,28,37,87,124,34,10,15,30,49,166
Georgia Tech6,6,Josh Heath,JR,G,Georgia Tech,ACC,31,543,28,74,24,58,4,16,23,28,11,24,35,88,16,2,27,52,83
Georgia Tech7,7,Ben Lammers,SO,C,Georgia Tech,ACC,33,486,51,79,51,79,0,0,15,30,43,90,133,16,13,44,15,60,117
Georgia Tech8,8,James White,SR,F,Georgia Tech,ACC,33,485,55,109,55,109,0,0,10,25,61,87,148,14,10,27,21,82,120
Georgia Tech9,9,Tadric Jackson,SO,G,Georgia Tech,ACC,33,458,54,146,38,85,16,61,29,50,7,31,38,42,15,3,29,45,153
Georgia Tech10,10,Travis Jorgenson,SO,G,Georgia Tech,ACC,26,327,20,58,11,22,9,36,3,8,2,22,24,57,8,0,18,18,52
Georgia Tech11,11,Corey Heyward,JR,G,Georgia Tech,ACC,6,19,1,4,1,3,0,1,0,0,0,1,1,0,1,0,1,0,2
Gonzaga1,1,Kyle Wiltjer,SR,F,Gonzaga,WCC,33,1110,239,488,158,297,81,191,124,143,56,157,213,46,12,27,68,58,683
Gonzaga2,2,Domantas Sabonis,SO,F,Gonzaga,WCC,33,1040,214,347,210,335,4,12,142,185,97,286,383,56,19,23,82,105,574
Gonzaga3,3,Kyle Dranginis,SR,G,Gonzaga,WCC,33,1011,78,177,41,75,37,102,23,40,47,96,143,105,32,12,29,78,216
Gonzaga4,4,Josh Perkins,FR,G,Gonzaga,WCC,33,1009,119,271,74,157,45,114,57,82,20,92,112,131,38,11,66,93,340
Gonzaga5,5,Eric McClellan,SR,G,Gonzaga,WCC,33,884,120,257,88,160,32,97,77,99,22,84,106,63,27,7,50,74,349
Gonzaga6,6,Silas Melson,SO,G,Gonzaga,WCC,33,705,73,185,44,96,29,89,48,61,6,75,81,28,20,5,22,67,223
Gonzaga7,7,Bryan Alberts,FR,G,Gonzaga,WCC,32,383,30,75,7,18,23,57,5,6,9,33,42,9,7,2,7,31,88
Gonzaga8,8,Ryan Edwards,SO,C,Gonzaga,WCC,29,263,28,57,28,56,0,1,25,36,28,38,66,4,1,8,18,51,81
Gonzaga9,9,Przemek Karnowski,SR,C,Gonzaga,WCC,5,124,19,32,19,32,0,0,6,13,5,22,27,6,4,3,12,10,44
Gonzaga10,10,Dustin Triano,SO,G,Gonzaga,WCC,16,52,8,14,2,2,6,12,3,5,4,5,9,6,1,0,2,8,25
Gonzaga11,11,Rem Bakamus,JR,G,Gonzaga,WCC,13,27,1,4,0,0,1,4,4,6,1,7,8,2,4,0,2,1,7
Grambling1,1,Nigel Ribeiro,FR,G,Grambling,SWAC,31,917,125,302,85,171,40,131,48,75,11,75,86,67,46,2,64,75,338
Grambling2,2,Mark Gray,SR,F,Grambling,SWAC,31,830,65,162,46,97,19,65,63,89,32,107,139,16,15,5,52,69,212
Grambling3,3,Ervin Mitchell,JR,G,Grambling,SWAC,27,656,108,245,82,159,26,86,75,112,19,88,107,32,23,8,33,58,317
Grambling4,4,Deonte Hearns,JR,G,Grambling,SWAC,22,653,89,189,89,184,0,5,74,120,52,99,151,18,21,5,62,78,252
Grambling5,5,Michael Bethea Jr.,JR,G,Grambling,SWAC,31,589,52,174,19,45,33,129,26,32,12,51,63,20,26,3,24,39,163
Grambling6,6,Chase Cormier,JR,G,Grambling,SWAC,27,510,10,40,7,29,3,11,21,43,12,34,46,51,26,0,39,56,44
Grambling7,7,Remond Brown,JR,G,Grambling,SWAC,15,432,58,130,51,99,7,31,39,60,21,62,83,32,11,8,32,40,162
Grambling8,8,Arnold Richmond,SR,G,Grambling,SWAC,31,420,47,123,40,87,7,36,52,77,9,26,35,35,19,2,57,42,153
Grambling9,9,Ugur Hortum,JR,C,Grambling,SWAC,27,410,26,78,20,58,6,20,17,27,15,53,68,11,5,4,26,49,75
Grambling10,10,Kyle Williams,SO,C,Grambling,SWAC,29,299,21,39,21,39,0,0,10,24,15,28,43,3,5,9,19,40,52
Grambling11,11,Carlton Lowe,JR,G,Grambling,SWAC,28,218,28,64,17,25,11,39,20,26,14,17,31,7,4,0,6,32,87
Grambling12,12,Valerio Altheimer,JR,G,Grambling,SWAC,26,167,18,36,18,34,0,2,9,19,17,31,48,6,9,1,4,18,45
Grambling13,13,Jack Ocwieja,JR,C,Grambling,SWAC,16,148,11,24,11,23,0,1,2,2,4,13,17,0,0,4,5,19,24
Grand Canyon1,1,Dewayne Russell,SR,G,Grand Canyon,WAC,32,992,109,259,94,226,15,33,78,114,18,78,96,171,44,3,72,63,311
Grand Canyon2,2,Joshua Braun,SO,G,Grand Canyon,WAC,32,977,139,312,68,138,71,174,193,223,54,117,171,36,25,22,40,67,542
Grand Canyon3,3,Grandy Glaze,SR,F,Grand Canyon,WAC,31,811,187,311,187,301,0,10,63,103,71,195,266,24,15,0,48,48,437
Grand Canyon4,4,Gerard Martin,FR,G,Grand Canyon,WAC,32,734,45,118,15,42,30,76,20,25,11,71,82,81,30,13,37,72,140
Grand Canyon5,5,Keonta Vernon,JR,F,Grand Canyon,WAC,32,605,92,195,91,193,1,2,43,80,74,102,176,16,19,15,53,114,228
Grand Canyon6,6,Matt Jackson,SO,F,Grand Canyon,WAC,31,598,69,163,44,89,25,74,20,33,23,89,112,33,9,12,26,59,183
Grand Canyon7,7,De'Andre Davis,SO,G,Grand Canyon,WAC,31,525,64,137,61,119,3,18,68,98,24,38,62,62,24,5,49,52,199
Grand Canyon8,8,Ryan Majerle,SR,G,Grand Canyon,WAC,32,471,47,113,7,18,40,95,15,19,6,29,35,15,7,7,10,27,149
Grand Canyon9,9,Dominic Magee,FR,G,Grand Canyon,WAC,20,324,52,136,43,104,9,32,37,61,8,36,44,33,16,0,29,28,150
Grand Canyon10,10,Uros Ljeskovic,SR,F,Grand Canyon,WAC,22,158,23,46,23,46,0,0,5,18,16,9,25,2,6,2,8,36,51
Grand Canyon11,11,Boubacar Toure,FR,C,Grand Canyon,WAC,8,115,13,29,13,28,0,1,9,19,9,21,30,0,1,4,11,20,35
Grand Canyon12,12,Grant White,SR,G,Grand Canyon,WAC,14,72,9,29,3,9,6,20,3,6,0,6,6,4,0,1,1,6,27
Grand Canyon13,13,Jevon Estelle,SR,F,Grand Canyon,WAC,11,43,2,13,2,7,0,6,3,4,2,4,6,2,1,0,2,5,7
Green Bay1,1,Carrington Love,SR,G,Green Bay,Horizon,35,1139,203,480,119,239,84,241,130,215,20,77,97,123,89,10,59,67,620
Green Bay2,2,Jordan Fouse,SR,G,Green Bay,Horizon,35,1104,154,370,113,242,41,128,98,132,73,221,294,116,73,48,76,105,447
Green Bay3,3,Charles Cooper,JR,G,Green Bay,Horizon,35,946,159,335,151,300,8,35,159,230,59,136,195,53,37,6,70,63,485
Green Bay4,4,Khalil Small,SO,G,Green Bay,Horizon,35,829,125,277,89,182,36,95,58,83,56,72,128,36,33,9,44,102,344
Green Bay5,5,Kenneth Lowe,JR,F,Green Bay,Horizon,35,753,103,192,103,192,0,0,38,79,63,76,139,41,34,41,50,101,244
Green Bay6,6,Turner Botz,JR,G,Green Bay,Horizon,35,671,63,175,28,77,35,98,45,62,28,82,110,32,20,4,22,64,206
Green Bay7,7,Jamar Hurdle,JR,F,Green Bay,Horizon,34,499,87,174,77,150,10,24,41,57,48,63,111,18,16,36,26,81,225
Green Bay8,8,Tevin Findlay,JR,G,Green Bay,Horizon,34,452,57,119,40,83,17,36,34,50,10,37,47,38,22,4,28,38,165
Green Bay9,9,Anthony Brown,FR,G,Green Bay,Horizon,28,321,22,53,16,41,6,12,24,36,5,32,37,19,15,0,19,32,74
Green Bay10,10,Kerem Kanter,SO,F,Green Bay,Horizon,27,255,41,86,37,65,4,21,18,27,21,39,60,5,1,2,10,36,104
Green Bay11,11,Avery Brown,FR,G,Green Bay,Horizon,14,78,9,27,4,14,5,13,2,8,5,8,13,6,4,0,3,2,25
Green Bay12,12,Henry Uwadiae,JR,F,Green Bay,Horizon,11,28,4,6,4,6,0,0,1,5,6,6,12,0,0,1,6,10,9
Hampton1,1,Reggie Johnson,SR,G,Hampton,MEAC,31,1116,188,506,134,327,54,179,138,192,38,77,115,127,53,3,87,95,568
Hampton2,2,Brian Darden,SR,G,Hampton,MEAC,31,976,124,358,44,119,80,239,81,96,8,56,64,59,25,1,54,75,409
Hampton3,3,Quinton Chievous,SR,G,Hampton,MEAC,26,891,178,312,162,257,16,55,71,147,85,202,287,54,15,4,72,62,443
Hampton4,4,Lawrence Cooks,JR,G,Hampton,MEAC,30,823,74,182,39,75,35,107,56,65,13,95,108,45,19,3,42,74,239
Hampton5,5,Dionte Adams,SR,F,Hampton,MEAC,31,598,62,125,62,122,0,3,38,60,76,105,181,18,13,38,28,76,162
Hampton6,6,Jervon Pressley,SR,F,Hampton,MEAC,27,558,64,139,64,139,0,0,54,100,58,103,161,17,3,47,57,89,182
Hampton7,7,Kalin Fisher,FR,G,Hampton,MEAC,31,398,36,113,26,68,10,45,33,55,17,28,45,20,10,2,18,36,115
Hampton8,8,Charles Wilson-Fisher,SO,F,Hampton,MEAC,31,318,33,68,30,59,3,9,12,18,30,48,78,6,11,6,26,50,81
Hampton9,9,Akim Mitchell,FR,G,Hampton,MEAC,29,318,18,56,15,39,3,17,28,35,19,36,55,14,7,1,12,32,67
Hampton10,10,Imani Miller,FR,G,Hampton,MEAC,23,118,2,9,2,9,0,0,4,8,5,9,14,12,6,0,10,16,8
Hampton11,11,Trevond Barnes,FR,F,Hampton,MEAC,13,81,8,16,8,15,0,1,2,8,9,10,19,0,3,6,4,14,18
Hampton12,12,Devon Oakley,FR,G,Hampton,MEAC,14,81,2,9,2,8,0,1,5,7,3,10,13,3,2,1,3,10,9
Hampton13,13,Branden Aughburns,FR,F,Hampton,MEAC,12,31,2,12,1,11,1,1,3,4,4,5,9,0,0,5,1,7,8
Hampton14,14,Gregory Hayden,JR,G,Hampton,MEAC,9,18,2,6,1,4,1,2,4,10,0,1,1,2,1,0,6,2,9
Hartford1,1,Pancake Thomas,SR,G,Hartford,AEC,30,1038,178,407,97,217,81,190,129,156,30,163,193,84,36,6,53,72,566
Hartford2,2,Jalen Ross,JR,G,Hartford,AEC,33,830,104,254,62,142,42,112,86,111,16,88,104,67,29,1,45,61,336
Hartford3,3,George Blagojevic,FR,F,Hartford,AEC,31,814,103,252,71,161,32,91,54,80,37,91,128,46,24,15,66,87,292
Hartford4,4,Justin Graham,JR,G,Hartford,AEC,30,766,69,209,45,126,24,83,48,71,9,48,57,61,35,1,58,55,210
Hartford5,5,J.R. Lynch,FR,G,Hartford,AEC,32,620,55,128,32,60,23,68,33,44,6,43,49,34,24,1,26,74,166
Hartford6,6,Taylor Dyson,SR,G,Hartford,AEC,28,540,67,178,21,58,46,120,24,29,11,52,63,17,14,2,28,45,204
Hartford7,7,Evan Cooper,JR,G,Hartford,AEC,33,520,59,148,20,40,39,108,31,36,10,37,47,33,16,2,25,65,188
Hartford8,8,Jason Dunne,FR,G,Hartford,AEC,33,504,44,102,32,52,12,50,19,27,19,36,55,26,20,2,21,62,119
Hartford9,9,Jack Hobbs,SO,F,Hartford,AEC,33,467,47,111,29,47,18,64,12,26,24,61,85,15,11,8,15,69,124
Hartford10,10,TreVaughn Wilkerson,FR,F,Hartford,AEC,25,294,25,44,25,43,0,1,10,14,13,42,55,9,6,20,23,60,60
Hartford11,11,Dougal Weir,JR,C,Hartford,AEC,24,155,5,9,5,8,0,1,2,2,7,15,22,5,3,2,4,24,12
Hartford12,12,John Carroll,SO,F,Hartford,AEC,5,123,21,54,19,46,2,8,12,17,9,19,28,10,1,3,8,21,56
Harvard1,1,Agunwa Okolie,SR,G,Harvard,Ivy,30,930,120,224,115,211,5,13,63,100,67,112,179,60,34,21,55,73,308
Harvard2,2,Corey Johnson,FR,G,Harvard,Ivy,29,831,96,249,22,63,74,186,17,25,13,54,67,43,13,8,39,57,283
Harvard3,3,Corbin Miller,JR,G,Harvard,Ivy,30,739,71,202,14,49,57,153,15,24,7,46,53,40,17,2,35,24,214
Harvard4,4,Zena Edosomwan,JR,C,Harvard,Ivy,28,729,147,290,147,290,0,0,75,153,73,202,275,54,13,35,59,82,369
Harvard5,5,Evan Cummins,SR,F,Harvard,Ivy,30,712,84,137,84,137,0,0,17,37,45,97,142,65,14,44,43,76,185
Harvard6,6,Tommy McCarthy,FR,G,Harvard,Ivy,28,694,74,220,33,105,41,115,55,65,7,38,45,101,24,1,81,81,244
Harvard7,7,Patrick Steeves,SR,G,Harvard,Ivy,26,590,83,185,50,112,33,73,38,57,15,84,99,62,20,17,55,42,237
Harvard8,8,Chris Egi,SO,F,Harvard,Ivy,25,287,17,38,17,38,0,0,8,29,15,33,48,13,6,16,20,46,42
Harvard9,9,Weisner Perez,FR,F,Harvard,Ivy,29,246,26,68,22,54,4,14,19,27,24,39,63,4,2,3,13,27,75
Harvard10,10,Andre Chatfield,SO,G,Harvard,Ivy,21,175,9,19,6,10,3,9,2,3,4,18,22,7,6,2,10,21,23
Harvard11,11,Balsa Dragovic,FR,F,Harvard,Ivy,9,44,5,11,3,7,2,4,4,4,4,9,13,1,0,1,4,7,16
Harvard12,12,Zach Yoshor,SO,G,Harvard,Ivy,7,19,1,2,0,0,1,2,0,2,0,4,4,0,0,0,0,0,3
Harvard13,13,Matt Fraschilla,JR,G,Harvard,Ivy,2,17,1,1,1,1,0,0,0,0,0,1,1,1,1,0,3,1,2
Hawaii1,1,Roderick Bobbitt,SR,G,Hawaii,Big West,31,1055,117,302,63,147,54,155,123,152,33,96,129,169,68,6,90,81,411
Hawaii2,2,Aaron Valdes,JR,G,Hawaii,Big West,28,859,142,292,100,164,42,128,85,125,42,113,155,69,34,18,41,56,411
Hawaii3,3,Quincy Smith,SR,G,Hawaii,Big West,32,841,92,207,75,150,17,57,45,103,27,75,102,81,55,4,46,65,246
Hawaii4,4,Stefan Jankovic,JR,F,Hawaii,Big West,31,769,162,291,132,215,30,76,132,172,52,153,205,38,20,38,56,92,486
Hawaii5,5,Mike Thomas,JR,F,Hawaii,Big West,32,685,89,175,84,147,5,28,58,105,59,112,171,28,11,11,46,90,241
Hawaii6,6,Sai Tummala,SR,G,Hawaii,Big West,32,567,74,169,32,64,42,105,19,30,35,64,99,26,9,8,26,83,209
Hawaii7,7,Isaac Fleming,SO,G,Hawaii,Big West,23,542,73,164,46,76,27,88,46,62,16,40,56,54,29,1,36,49,219
Hawaii8,8,Stefan Jovanovic,JR,C,Hawaii,Big West,32,491,64,121,64,121,0,0,33,45,26,104,130,8,8,34,35,56,161
Hawaii9,9,Sheriff Drammeh,FR,G,Hawaii,Big West,30,385,16,46,7,18,9,28,10,18,4,27,31,14,8,0,9,46,51
Hawaii10,10,Niko Filipovich,SO,G,Hawaii,Big West,22,115,6,23,4,6,2,17,12,13,1,10,11,9,6,0,12,17,26
Hawaii11,11,Zach Buscher,FR,G,Hawaii,Big West,13,39,5,9,5,6,0,3,0,2,0,6,6,4,1,0,2,5,10
Hawaii12,12,Dyrbe Enos,JR,G,Hawaii,Big West,14,28,3,13,1,3,2,10,1,2,1,4,5,1,2,0,1,2,9
High Point1,1,Lorenzo Cugini,SR,F,High Point,Big South,31,861,120,268,55,120,65,148,30,35,21,87,108,41,11,2,31,56,335
High Point2,2,Adam Weary,SR,G,High Point,Big South,30,835,138,269,120,222,18,47,79,104,28,75,103,94,37,7,50,77,373
High Point3,3,John Brown,SR,F,High Point,Big South,28,830,212,352,211,351,1,1,124,177,91,108,199,62,48,49,48,60,549
High Point4,4,Anthony Lindauer,JR,G,High Point,Big South,31,800,86,213,43,101,43,112,40,45,6,88,94,58,33,8,40,58,255
High Point5,5,Haiishen McIntyre,SR,G,High Point,Big South,31,686,49,127,44,108,5,19,57,75,14,62,76,103,51,4,30,57,160
High Point6,6,Andre Fox,FR,G,High Point,Big South,30,464,49,137,34,83,15,54,44,52,26,38,64,18,15,7,39,38,157
High Point7,7,Austin White,SO,G,High Point,Big South,31,462,47,96,40,78,7,18,38,47,6,36,42,23,15,1,18,39,139
High Point8,8,Jorge Perez-Laham,JR,G,High Point,Big South,23,373,27,71,15,41,12,30,3,7,8,33,41,47,12,3,19,30,69
High Point9,9,Tarique Thompson,JR,F,High Point,Big South,27,329,55,109,54,106,1,3,20,26,33,43,76,9,13,5,17,41,131
High Point10,10,Ricky Madison,FR,G,High Point,Big South,26,260,33,73,33,69,0,4,38,56,27,34,61,5,7,5,18,49,104
High Point11,11,Miles Bowman,JR,F,High Point,Big South,14,195,36,55,32,45,4,10,28,30,20,40,60,8,3,3,9,22,104
High Point12,12,DeAndre Barber,SO,G,High Point,Big South,19,111,5,10,2,4,3,6,1,2,0,7,7,9,2,0,4,10,14
High Point13,13,K.J. James,SO,F,High Point,Big South,9,23,2,4,2,2,0,2,2,4,3,4,7,1,0,0,2,2,6
High Point14,14,Dexter Gooding,FR,G,High Point,Big South,7,7,4,6,3,3,1,3,0,0,0,2,2,0,0,0,0,1,9
Hofstra1,1,Juan'ya Green,SR,G,Hofstra,CAA,33,1242,163,419,99,240,64,179,190,238,24,120,144,233,54,17,97,77,580
Hofstra2,2,Brian Bernardi,JR,G,Hofstra,CAA,33,1194,133,332,46,112,87,220,58,67,5,55,60,50,23,3,45,49,411
Hofstra3,3,Denton Koon,SR,F,Hofstra,CAA,33,1172,132,313,81,167,51,146,54,79,60,157,217,53,18,17,54,64,369
Hofstra4,4,Ameen Tanksley,SR,G,Hofstra,CAA,33,1146,166,397,106,230,60,167,135,171,65,108,173,47,30,8,65,76,527
Hofstra5,5,Rokas Gustys,SO,F,Hofstra,CAA,33,996,187,282,187,282,0,0,71,168,138,291,429,29,30,40,56,110,445
Hofstra6,6,Desure Buie,FR,G,Hofstra,CAA,33,420,37,112,26,64,11,48,17,25,4,28,32,49,27,3,23,42,102
Hofstra7,7,Malik Nichols,SR,G,Hofstra,CAA,20,361,41,80,38,70,3,10,19,40,42,65,107,27,18,4,25,70,104
Hofstra8,8,Andre Walker,SO,F,Hofstra,CAA,24,118,9,22,9,22,0,0,4,7,10,20,30,4,3,13,8,24,22
Hofstra9,9,Justin Wright-Foreman,FR,G,Hofstra,CAA,26,101,16,36,13,20,3,16,6,11,0,8,8,4,4,2,6,13,41
Holy Cross1,1,Malachi Alexander,JR,F,Holy Cross,Patriot,33,1079,133,279,87,173,46,106,83,130,54,130,184,89,29,4,55,88,395
Holy Cross2,2,Anthony Thompson,JR,G,Holy Cross,Patriot,33,1065,66,239,25,81,41,158,62,79,14,68,82,87,37,0,33,70,235
Holy Cross3,3,Karl Charles,FR,F,Holy Cross,Patriot,33,952,106,250,79,154,27,96,119,150,42,99,141,83,36,19,72,68,358
Holy Cross4,4,Cullen Hamilton,SR,G,Holy Cross,Patriot,33,931,104,262,76,173,28,89,50,63,16,59,75,59,23,1,39,53,286
Holy Cross5,5,Robert Champion,JR,G,Holy Cross,Patriot,33,899,131,305,79,157,52,148,66,97,23,137,160,51,34,6,52,88,380
Holy Cross6,6,Matt Husek,JR,C,Holy Cross,Patriot,33,598,75,166,54,110,21,56,27,37,19,82,101,37,10,29,39,73,198
Holy Cross7,7,Matt Zignorski,FR,G,Holy Cross,Patriot,30,416,40,107,21,52,19,55,11,15,6,22,28,20,17,1,21,24,110
Holy Cross8,8,Eric Green,SR,G,Holy Cross,Patriot,17,278,35,75,33,71,2,4,6,16,12,27,39,8,11,2,6,10,78
Holy Cross9,9,Jehyve Floyd,FR,F,Holy Cross,Patriot,27,255,36,57,36,57,0,0,7,22,17,24,41,12,10,20,21,53,79
Holy Cross10,10,Pat Benzan,FR,G,Holy Cross,Patriot,26,149,6,23,6,20,0,3,10,16,6,16,22,12,5,0,7,16,22
Holy Cross11,11,Marcellis Perkins,FR,F,Holy Cross,Patriot,17,42,2,10,2,6,0,4,2,8,5,4,9,0,1,0,1,5,6
Holy Cross12,12,Isaiah Baker,SR,F,Holy Cross,Patriot,9,33,2,5,2,5,0,0,2,8,2,3,5,1,0,1,3,6,6
Holy Cross13,13,Patrick Rielly,JR,G,Holy Cross,Patriot,10,11,1,4,1,3,0,1,1,3,0,4,4,0,0,0,0,0,3
Houston1,1,Damyean Dotson,JR,G,Houston,AAC,31,957,158,313,96,145,62,168,53,63,62,149,211,39,20,6,32,61,431
Houston2,2,Devonta Pollard,SR,F,Houston,AAC,31,919,146,309,145,307,1,2,135,181,58,120,178,48,29,20,50,76,428
Houston3,3,Galen Robinson Jr.,FR,G,Houston,AAC,31,755,95,207,78,150,17,57,41,59,9,65,74,106,29,3,49,62,248
Houston4,4,LeRon Barnes,SR,G,Houston,AAC,28,697,67,131,35,57,32,74,10,19,45,106,151,29,19,14,18,61,176
Houston5,5,Robert Gray Jr.,SO,G,Houston,AAC,25,670,148,336,101,199,47,137,65,94,11,46,57,38,30,5,35,52,408
Houston6,6,Ronnie Johnson,JR,G,Houston,AAC,30,667,93,232,68,165,25,67,70,88,19,59,78,87,22,1,48,49,281
Houston7,7,Danrad Knowles,JR,F,Houston,AAC,31,559,77,136,73,119,4,17,34,68,63,55,118,7,9,28,31,79,192
Houston8,8,Kyle Meyer,JR,C,Houston,AAC,31,430,28,64,27,53,1,11,18,27,33,53,86,14,12,19,23,60,75
Houston9,9,Bertrand Nkali,JR,F,Houston,AAC,23,204,11,18,11,18,0,0,11,22,29,21,50,2,4,18,5,39,33
Houston10,10,Xavier Dupree,JR,F,Houston,AAC,20,163,11,31,3,11,8,20,0,0,10,26,36,9,5,4,11,21,30
Houston11,11,Wes VanBeck,SO,G,Houston,AAC,19,157,22,47,12,21,10,26,18,24,8,18,26,9,6,2,9,16,72
Houston12,12,Eric Weary,SR,G,Houston,AAC,18,120,14,38,10,17,4,21,1,3,10,10,20,10,1,0,5,18,33
Houston13,13,L.J. Rose,SR,G,Houston,AAC,2,27,2,6,0,1,2,5,1,2,0,2,2,4,0,0,0,2,7
Houston Baptist1,1,Anthony Odunsi,SR,G,Houston Baptist,Southland,32,917,152,315,140,277,12,38,248,296,24,116,140,119,38,1,109,67,564
Houston Baptist2,2,Colter Lasher,JR,F,Houston Baptist,Southland,31,806,131,278,98,181,33,97,32,55,30,116,146,61,29,16,53,54,327
Houston Baptist3,3,Reveal Chukwujekwu,JR,G,Houston Baptist,Southland,33,778,94,186,83,157,11,29,76,105,53,114,167,49,19,4,66,52,275
Houston Baptist4,4,Jourdan Stickler,SR,G,Houston Baptist,Southland,30,679,80,204,28,87,52,117,20,24,20,40,60,31,12,1,33,44,232
Houston Baptist5,5,Caleb Crayton,SR,G,Houston Baptist,Southland,33,607,61,142,41,75,20,67,39,61,26,62,88,37,12,2,42,69,181
Houston Baptist6,6,Alex Fountain,JR,F,Houston Baptist,Southland,32,511,52,127,38,90,14,37,47,56,23,66,89,22,11,13,16,51,165
Houston Baptist7,7,Josh Ibarra,SO,C,Houston Baptist,Southland,22,486,102,160,102,160,0,0,25,50,41,104,145,21,4,30,36,68,229
Houston Baptist8,8,Asa Cantwell,FR,G,Houston Baptist,Southland,33,472,55,139,8,16,47,123,14,19,4,33,37,27,14,0,20,48,171
Houston Baptist9,9,Trey Patterson,SO,G,Houston Baptist,Southland,31,384,39,66,38,57,1,9,26,57,8,27,35,39,17,2,34,49,105
Houston Baptist10,10,Isaiah Robinson,FR,C,Houston Baptist,Southland,26,338,34,54,34,53,0,1,13,23,27,69,96,20,8,53,13,47,81
Houston Baptist11,11,Cody Stetler,JR,C,Houston Baptist,Southland,23,321,43,84,42,81,1,3,26,39,23,40,63,14,4,7,19,55,113
Houston Baptist12,12,Stephen O'Suji,SO,G,Houston Baptist,Southland,14,122,11,29,9,23,2,6,4,9,7,10,17,9,5,0,16,10,28
Houston Baptist13,13,Terry Harris,SO,G,Houston Baptist,Southland,9,112,15,35,14,27,1,8,16,24,6,13,19,2,2,1,6,12,47
Houston Baptist14,14,William Gates,SO,G,Houston Baptist,Southland,3,38,4,12,3,7,1,5,1,2,0,2,2,1,1,0,4,1,10
Houston Baptist15,15,Evan Anderson,FR,G,Houston Baptist,Southland,7,21,3,6,2,4,1,2,4,6,2,4,6,3,0,1,4,2,11
Howard1,1,James Daniel,JR,G,Howard,MEAC,30,1115,226,582,146,341,80,241,280,331,22,44,66,84,59,7,123,62,812
Howard2,2,Damon Collins,JR,G,Howard,MEAC,30,994,106,283,95,233,11,50,79,107,26,110,136,62,34,5,74,60,302
Howard3,3,Marcel Boyd,JR,C,Howard,MEAC,28,877,100,189,100,189,0,0,90,158,85,192,277,18,12,42,66,87,290
Howard4,4,Tyler Stone,JR,F,Howard,MEAC,30,781,71,186,65,155,6,31,68,97,54,117,171,13,16,20,46,90,216
Howard5,5,Dalique Mingo,SO,G,Howard,MEAC,31,573,47,123,42,91,5,32,36,49,34,56,90,23,23,1,26,60,135
Howard6,6,Kofi Andoh,JR,G,Howard,MEAC,32,551,42,112,36,93,6,19,54,66,25,60,85,15,15,5,32,64,144
Howard7,7,Keon Hill,JR,G,Howard,MEAC,32,413,36,112,19,60,17,52,6,10,6,18,24,36,7,1,39,35,95
Howard8,8,Jalen Jones,FR,F,Howard,MEAC,29,361,28,50,26,46,2,4,7,21,30,49,79,6,12,3,14,50,65
Howard9,9,Solomon Mangham,JR,F,Howard,MEAC,14,338,40,99,29,64,11,35,16,26,33,45,78,2,5,5,13,38,107
Howard10,10,James Miller,JR,G,Howard,MEAC,5,138,29,58,24,43,5,15,12,14,8,14,22,8,5,3,14,16,75
Howard11,11,Cameron Lewis,FR,F,Howard,MEAC,18,134,8,19,8,19,0,0,8,14,9,15,24,1,5,2,7,31,24
Howard12,12,Oliver Ellison,SR,C,Howard,MEAC,11,130,13,15,13,15,0,0,4,11,7,23,30,2,3,5,6,28,30
Howard13,13,Saleem Little,FR,F,Howard,MEAC,9,28,2,8,1,4,1,4,3,4,1,5,6,0,0,3,2,1,8
Howard14,14,Patrick Speller,JR,G,Howard,MEAC,11,18,2,4,2,3,0,1,2,4,1,3,4,0,0,0,0,2,6
IPFW1,1,Max Landis,SR,G,IPFW,Summit,32,1190,191,418,70,153,121,265,121,149,5,62,67,120,29,1,66,40,624
IPFW2,2,John Konchar,FR,G,IPFW,Summit,33,1171,159,270,130,206,29,64,84,117,85,209,294,88,65,9,50,80,431
